trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.19262692343607835}",25,10,-30.21192426717238,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.19090105916394634}",20,16,7.578538885174047,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.18919065798198206}",35,9,-22.826431027703922,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.18749558134675456}",25,14,15.76779408007189,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.18581569195612968}",25,16,16.52620391300617,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1841508537381482}",25,10,-4.913489729308687,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.18250093184000432}",20,16,8.377493923101845,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.1808657926171221}",25,1,3.9783413923874913,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.17924530362233052}",20,0,-3.4718357677956955,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.17763933359513498}",20,2,26.175850028703834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1760477524510852}",30,16,2.9620222698589616,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.17447043127123835}",25,15,-36.28033214454634,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.1729072422917164}",20,13,12.214743080456186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.17135805889335742}",20,14,-3.1189756534966566,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.169822755591459}",25,10,14.461824924142828,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.1683012080256144}",25,13,25.97311156516394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.16679329294963877}",30,18,-19.164993550057147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.16529888822158656}",20,7,6.172084539394541,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.16381787279385768}",20,7,16.271376107379183,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.16235012670339283}",20,6,14.254799395387728,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.16089553106195606}",20,11,5.155019245535346,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.15945396804650522}",20,0,3.4971045131207745,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.15802532088964782}",25,0,16.15991504327547,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.15660947387018306}",25,0,23.645770198061335,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.15520631230372825}",20,3,-13.74382637890656,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.15381572253342932}",20,6,-1.6075875290895993,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.15243759192075457}",20,16,8.534340857805455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.15107180883637086}",20,10,5.9004557413589955,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.14971826265110166}",30,18,13.365059697923959,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.14837684372696586}",30,15,22.934650549675645,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.14704744340829723}",25,11,27.098944255234947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.14572995401294303}",20,13,-11.565256257679865,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.144424268823542}",30,10,-9.451405638338558,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.14313028207887982}",25,13,10.205201851066874,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.14184788896532274}",20,3,27.930070885095805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.14057698560832743}",25,6,24.772417067150347,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.139317469064027}",20,6,26.352934677469506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.13806923731089285}",30,18,0.84692821448908,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.1368321892414704}",20,7,-21.12394997063221,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.13560622465418973}",30,18,-7.299081377221281,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.13439124424524895}",30,16,15.425851221007948,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1331871496005706}",25,9,15.14224475957519,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.13199384318783022}",20,14,11.611290641374056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.13081122834855588}",20,14,9.214349346266504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.129639209290299}",25,19,-0.21767789457288345,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.12847769107887502}",25,18,-6.076383485405517,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.12732657963067387}",30,3,32.18431511786277,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,7,-32.425086158627074,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.12505520489671404}",20,7,9.649731412088189,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.12393475762836008}",35,17,31.67389086914421,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.12282434914313546}",20,0,-24.237039028805736,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.12172388949734589}",30,16,22.97816485189725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.12063328955315832}",25,16,4.352688358884795,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.11955246097138099}",25,10,28.42084925179959,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.11848131620430775}",25,15,19.730903267475806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.11741976848862698}",25,20,8.123779225463814,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.11636773183839319}",35,22,19.97665527346722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.11532512103806256}",25,13,14.671761894877516,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.11429185163559014}",20,0,17.578996683806,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.11326783993558948}",30,11,33.68695735616103,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.11225300299255297}",20,0,31.049757291347497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.11124725860413336}",20,4,25.92405093161483,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.11025052530448527}",20,13,14.000299211094802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.10926272235766643}",25,15,16.405003097340767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.10828376975109819}",25,18,11.560891173356339,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.10731358818908407}",20,14,12.74413564261297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.10635209908638715}",35,23,21.537190173175258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,8,30.052229664479803,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.10445488743215826}",30,12,33.34033821914033,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.10351901120544506}",35,16,22.74126341408197,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.10259152007523867}",30,11,20.417788103203453,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.1016723389142504}",25,14,6.39171730060735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.10076139326830373}",20,11,16.598020635645604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.09985860935030323}",25,15,17.215277023060576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.09896391403425794}",20,12,14.646329441085275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.0980772348493581}",20,14,13.061268540573469,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.09719849997410487}",25,13,24.794766236854816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,6,21.187894049171426,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.09546457907824514}",30,7,-16.47521229732138,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.09460925260909797}",20,14,11.058519898799615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.09376158954113986}",20,7,24.023567633919004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0929215212131989}",25,0,-6.509686044684548,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.0920889795792812}",20,14,11.714071494646639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.09126389720305919}",20,10,21.757206754303912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.09044620725240926}",25,14,16.053222251726385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.08963584349399842}",25,11,26.650787917849666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.08883274028791913}",25,11,26.173693818688243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.08803683258237259}",25,15,17.667354962126534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.08724805590839949}",20,8,20.384966655698364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.08646634637465792}",20,10,17.248446695957995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.08569164066224835}",20,10,9.554095081464698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.08492387601958445}",30,12,19.77044320589136,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.0841629902573104}",20,11,5.023292963798861,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.08340892174326339}",20,15,10.308964965342142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.08266160939748157}",20,10,18.496954321692883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.0819209926872563}",20,10,19.221530619919285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.08118701162222912}",25,13,23.0882802995951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,3,11.30304100487208,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.0797387191489739}",20,5,-24.86902836504694,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.07902429042826369}",20,6,25.59222042673289,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.07831626271828482}",25,15,5.416040214939831,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.07761457866840567}",20,11,15.699575729019513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.0769191814418345}",25,13,21.97519675177514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.07623001471101583}",25,17,2.3796218174438293,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.07554702265306763}",25,10,21.017443240356183,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.07487014994525978}",30,16,26.338809003858785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.07419934176053282}",20,6,0.3875550914132646,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.0735345437630571}",25,11,24.52258232609042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.0728757021038313}",30,21,15.926987173963985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.07222276341632082}",20,12,8.428073570047427,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.07157567481213492}",25,12,-0.08253867872987386,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.07093438387674295}",20,12,4.789526260477051,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.07029883866522847}",20,8,21.827193864839984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.06966898769808187}",25,18,14.82157949730428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.06904477995703044}",35,11,-41.45675370600779,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
298,False,"{'a': 0.5, 'e': 0.06842616488090583}",25,8,29.74294384942806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.06781309236154871}",25,0,-12.640292274111333,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.06720551273974978}",25,7,18.3903087585563,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.06660337680122749}",20,3,32.561520678448076,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.06600663577264156}",20,10,7.218054894602561,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.06541524131764247}",30,0,43.03180981611278,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.06482914553295599}",20,8,17.95662561545572,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.06424830094450311}",25,17,14.776314556885891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.06367266050355457}",20,8,23.480714374202243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.06310217758291994}",25,10,26.191983025584705,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.06253680597317077}",20,12,12.835897663746223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.061976499878897494}",25,19,6.266531249013023,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.061421213915000154}",30,22,18.727125259372205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.06087090310301205}",25,15,3.2965775584349535,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.060325522867456564}",30,23,13.473208045711033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.05978502903223641}",20,6,22.95720594082476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.05924937781705543}",20,8,21.375382279668262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.058718525833872284}",20,13,14.139388319511053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.05819243008338615}",20,8,10.453844525623746,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.05767104795155356}",25,9,29.712085646298533,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.05715433720613679}",20,9,18.989721998404992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.056642255993282896}",20,12,13.919216596505052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.056134762834133725}",25,18,15.078143582815551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.055631816621465886}",20,16,5.953432665343186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.05513337661636116}",20,8,10.772021370049266,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.05463940244490662}",20,14,-8.766119812777614,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.05414985409492427}",20,16,6.592938197596977,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.053664691912730135}",20,1,30.346331115549635,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.053183876599922186}",20,11,16.22566438305889,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.05270736921019719}",20,8,-19.679715298820735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.05223513114619603}",20,16,6.967962256559246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.051767124156377374}",25,11,25.40381829371092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.051303310331919136}",25,12,24.774953519177263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.05084365210364794}",25,15,20.955048754226734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.05038811223899596}",20,7,21.2241862676154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.049936653838985136}",25,9,23.787956475288336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,2,36.09585655666515,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,19,11.731322867725076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,18,13.083773641119937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,24,9.424468778301142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,30.6750268714938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",35,13,37.19889092739327,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,3,34.806353776544874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,20.651845583701444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,3,29.32205198819532,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,6,53.61013481067945,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
